단어,빈도수
차렸다고,2
과오,2
어쨌다,2
교차로,2
골말에,2
했더니,2
갔으며,2
렷,2
군무,2
벗어던지고,2
허위,2
매단,2
화살촉,2
현대,2
젖었다,2
잇길,2
봤어,2
을씨년스러운,2
으면서도,2
야유,2
문이었다,2
데도,2
뒤끝,2
겅중겅중,2
곤두박질,2
뽑혀,2
무심,2
생사,2
뺏어,2
아련한,2
마비,2
사온,2
통팥빵,2
축척,2
뻔했다,2
뒤따랐다,2
들어가며,2
건넜다,2
불로,2
들쭉날쭉,2
알수,2
울렸다,2
고요했다,2
껌벅,2
조로,2
펼쳐졌다,2
탄식,2
떨렸다,2
배는,2
이었다는,2
놀라는,2
층층,2
힘들었던,2
침침한,2
편히,2
인내심,2
드러내지,2
터진,2
에이,2
저승,2
피어,2
돌아왔고,2
해져,2
방한,2
당혹한,2
잠기자마자,2
용솟음,2
매서운,2
오르더니,2
휘감는,2
끊어지는,2
이명,2
보십시오,2
가늠,2
트클럽,2
숙여,2
그만둬,2
등장,2
뻗은,2
범람,2
출렁이는,2
적셔,2
에서부터는,2
고분고분,2
그만큼,2
부탁드립니다,2
애교,2
같았던,2
주사,2
폭포,2
춥기만,2
이세,2
장뇌,2
의혹,2
혼돈,2
"......""",2
초조,2
개켜,2
단추,2
우린,2
어딘지,2
숙박시설,2
발꿈치,2
묘사,2
궁,2
도둑,2
스럽고,2
안아,2
일치,2
렁,2
치켜들,2
가지는,2
기차역,2
끼어들었다,2
있으라고,2
갑시다,2
맞추었다,2
발걸음,2
식도,2
보가,2
울리며,2
기다리곤,2
헤드라이트,2
유령,2
조였다,2
달려드는,2
전속력,2
뜀,2
쇠락,2
폭폰,2
회복,2
까닥,2
묵례,2
빨간,2
둘려,2
들인,2
스며,2
헤어졌다,2
부랑,2
긋한,2
피멍,2
줬더니,2
나가요,2
낌,2
말끔히,2
대금,2
잃,2
일자리,2
살폈,2
여자도,2
두셋,2
리나,2
스산,2
둔부,2
나타나곤,2
거슬러,2
않을까요,2
과시,2
부천,2
쳐져,2
립,2
않는지,2
석유난로,2
고단,2
인사동,2
아야,2
골똘히,2
흥정,2
내려놓은,2
부려,2
하겠다는,2
나아가고,2
뭐라고,2
저걸,2
주택,2
날아오는,2
집집,2
담뱃갑,2
우연,2
장막,2
가려,2
되어가고,2
천만,2
틀며,2
소만,2
않는데,2
아니었어,2
들먹이는,2
몰아쳐오고,2
건빵,2
오랫,2
온도,2
죄책감,2
였는데,2
한낮,2
수선,2
자리는,2
초식동물,2
모시,2
보내,2
이상해,2
추려내는,2
뒤틀린,2
웃었,2
까맣게,2
등록,2
팬티,2
렸,2
방심한,2
문짝,2
길쭉한,2
불도,2
분수,2
나약한,2
즐기고,2
번쩍일,2
스러웠다,2
왔는데,2
깼다,2
불행,2
깜짝,2
짦,2
헝클어져,2
볼까,2
태어난,2
회관,2
길가,2
흩어져서,2
한길,2
이루었다,2
옹골,2
목소,2
살아나,2
지내야,2
막혀,2
다큐멘터리,2
어금니,2
달라붙어,2
문고,2
따란,2
세종,2
셀,2
심호흡,2
얼근히,2
채웠다,2
차량기지,2
들어서면,2
높,2
건넛집,2
공허,2
다녔는지,2
대상,2
좋아했,2
유행가,2
수액,2
홍색,2
테이프,2
이룰,2
까무룩,2
상가,2
소리치려,2
박명,2
푯대,2
헤아려,2
털어,2
때리며,2
던졌,2
흐려져,2
베갯잇,2
어렴풋한,2
사각,2
빈방,2
이중,2
했음,2
갑방,2
아니지만,2
이상했다,2
걸치지,2
기관지,2
밭은기침,2
쪼그려,2
폐가,2
서류,2
판단력,2
성난,2
실어,2
보였으리라,2
흘러나,2
다친,2
넷,2
턱끝,2
추해,2
아시오,2
흘러나왔다,2
귤,2
오그라들기,2
빔,2
붙었다,2
나갔던,2
논밭,2
남겼다,2
웃겨,2
울리고,2
마셨,2
쓴웃음,2
섰,2
아열대,2
가만있어,2
올려다보았던,2
면도기,2
머리핀,2
돋보기,2
교보,2
속삭이듯,2
안팎,2
밍용,2
고요,2
형부,2
알리,2
깨운,2
교대,2
살아야,2
질린,2
고기,2
돼지,2
검은자,2
불안정하게,2
하마터면,2
멍,2
끌끌,2
분만,2
그랬소,2
쳐서,2
바람벽,2
체취,2
썩어,2
열면,2
벤치,2
하다는,2
그런지,2
나와서,2
막걸리,2
구실,2
파괴,2
뜨면,2
드물었다,2
관리,2
직업,2
부세,2
물었,2
들르지,2
싫,2
즉사,2
베고,2
접,2
불안해,2
보여,2
마음대로,2
한텐,2
상의,2
때리는,2
곡,2
걸루,2
유혹,2
뛰어내릴,2
이루,2
싫고,2
신들린,2
깨어났을,2
우산,2
갖게,2
밥그릇,2
울리는,2
춤추,2
디딜,2
기만,2
럽,2
가라앉지도,2
후리,2
몰려,2
힘겨운,2
받을,2
생전,2
의정부,2
채우지,2
찌를,2
넥타이,2
오십만원,2
비밀번호,2
미용실,2
라이트,2
태어났던,2
떠오르지도,2
어린아이를,2
모래알,2
게는,2
자신이라면,2
떠난다,2
야전,2
번쩍였다,2
무리,2
봐라,2
진실로,2
체력,2
수고,2
벌기,2
알음,2
일거리,2
불가해,2
라든가,2
초면,2
하루하루,2
업고,2
방학,2
사람과,2
죽었고,2
속박,2
이루어,2
퇴직금,2
하는군요,2
밀려온,2
애쓰고,2
예사롭지,2
살아갈,2
집착,2
아무튼,2
가르치던,2
짤막한,2
띄엄띄엄,2
반달,2
일당,2
정확한,2
샌들,2
생기는,2
구들,2
전해,2
무능력한,2
피었으며,2
스러졌다,2
린다,2
들어올려,2
미동,2
아슬아슬한,2
음습,2
비전,2
위압,2
이편,2
젖히고,2
있기도,2
양희은,2
있다구,2
찍었어,2
들려준,2
멀쩡히,2
손톱깎이,2
실랑이,2
부은,2
황홀한,2
포목,2
흰빛,2
띠,2
물빛,2
갈피,2
떨릴,2
가짜,2
전보,2
돌리면,2
꿈꾸었다,2
다그쳤다,2
흐름,2
고래고래,2
입안,2
지워지고,2
강진,2
주황,2
춥,2
느낌이었다,2
지척,2
음울했다,2
막았다,2
나왔던,2
필기구,2
굳은,2
발열,2
홍조,2
닿는,2
간절하게,2
혼탁,2
해남,2
신호등,2
요금,2
마구잡이,2
어쩌다,2
베푸는,2
하기는,2
출입구,2
한겨울,2
해어진,2
양팔,2
정체,2
초조함을,2
동해,2
갈게요,2
단도직입,2
그랬구나,2
즐길,2
즐깁시다,2
추리,2
가자고,2
곡조,2
들이마셨다,2
허파,2
밀려오고,2
주의보,2
나기,2
착잡한,2
사라졌다는,2
챙겨서,2
괜찮으면,2
해발,2
몸뻬,2
동그마니,2
들어가면,2
넷뿐,2
노래방,2
좋아한다고,2
판이하게,2
엷은,2
호우,2
없으며,2
피워,2
극,2
남기고,2
승격,2
수요,2
밀집,2
있었다고,2
맡고,2
흘릴,2
살풍경,2
농촌,2
한창때,2
극적,2
유명,2
시킨다는,2
기에,2
손아래,2
회의실,2
켜놓고,2
앉지,2
금발,2
앉고,2
주어,2
빛일,2
어질,2
천진,2
총,2
으로서,2
옹호,2
안부,2
낭비하고,2
볼륨,2
구두점,2
봉,2
유산,2
보내게,2
뒹구,2
진기,2
지에,2
잃었을,2
노끈,2
불쑥,2
모순,2
미지근한,2
노른자위,2
양옆,2
부러져,2
들고양이,2
상점,2
셔,2
치우고,2
갈매기,2
여서,2
면장,2
산동,2
쏟아질,2
랐다,2
하기를,2
제의,2
오해,2
룸메이트,2
사소한,2
파라솔,2
괜찮은,2
능숙하게,2
나갔,2
죽었어야,2
막막하게,2
달떡,2
켜이,2
다다랐을,2
만약,2
목돈,2
알겠어요,2
찔러도,2
알고는,2
울부짖었다,2
한두,2
평정,2
보태,2
실마리,2
찾아가서,2
흉상,2
엉클어진,2
퍼,2
책보,2
물들이,2
빈민,2
밀려난,2
쫓기던,2
복구,2
됩,2
디다,2
문학평론가,2
빼고,2
부러지면서,2
어도,2
나나,2
황량,2
전쟁,2
용서,2
주먹질,2
쫓겨나고,2
같다고,2
알던,2
존,2
렀다,2
때로는,2
깎은,2
끔찍한,2
통장,2
갱내,2
자부심,2
냉담하고,2
흔들리며,2
참은,2
스며들고,2
어루만지고,2
한없이,2
번은,2
매듭,2
자세히,2
키득키득,2
오륙,2
담장,2
충분히,2
지나며,2
싶니,2
싫습니다,2
에필로그,2
백지은,2
십이만,2
답답함을,2
천국,2
발디,2
사무소,2
가보는,2
사다,2
망설였다,2
호칭,2
찾아내기,2
짓이건,2
스팀,2
쉬웠다,2
성향,2
단편,2
확실한,2
사가지고,2
모델,2
아닌지도,2
멈추,2
얼어붙었던,2
잠꼬대,2
평일,2
만났다면,2
였고,2
견뎌내고,2
솟아오르는,2
숨겨진,2
하려구,2
관할,2
들여다본,2
쓸었다,2
닫는,2
코웃음,2
신가,2
퇴색,2
망할,2
맞추며,2
놓아주지,2
찔,2
흘리던,2
외로웠던,2
액세서리,2
장식,2
말았어야,2
간호사,2
괜찮았다,2
힘차게,2
가난해,2
스치는,2
친하게,2
어두워,2
당시,2
빈틈,2
열흘,2
사상,2
기관사,2
받으면서,2
식당차,2
쇄골,2
좋으니까,2
왔을까,2
어하,2
갈아놓은,2
마흔,2
스럽기,2
사분,2
인연,2
기다림,2
케,2
주점,2
시문,2
화분,2
조잡한,2
세운,2
걸렸고,2
동원,2
노랑,2
핥으며,2
우편물,2
타건,2
점검,2
위문,2
사연,2
친절,2
직함,2
알았더니,2
담당,2
삼십여,2
남동생,2
지날수록,2
휘청거렸다,2
해주어,2
입력,2
건지,2
기대는,2
했었어,2
작용,2
생후,2
의의,2
스러워하는,2
이보,2
싸움,2
부턴,2
우유부단한,2
내뿜으,2
지리,2
렸던,2
되찾았다,2
소리쳤다,2
정상,2
어려워,2
객쩍,2
더러웠,2
성숙한,2
어루만지는,2
박은,2
풍물,2
몰랐,2
으니까,2
거두었다,2
졌던,2
지워지지,2
앳되어,2
화려한,2
틀거,2
가로수,2
반말,2
수용,2
비식,2
토록,2
절박,2
불가능하다는,2
세금,2
비용,2
큰딸,2
견디는,2
무사한,2
않겠소,2
질겅질겅,2
선망,2
'.,2
젖소,2
나오다,2
말다,2
자정,2
부족한,2
병행,2
풀린,2
퇴원,2
사하고,2
기다릴,2
선한,2
면서도,2
쇠약해,2
강인함이,2
사오,2
당겨,2
앉으며,2
들과,2
대포,2
소니,2
싶었다고,2
음으로,2
읽고,2
월리,2
거렸다,2
정차장,2
전도,2
높았다,2
죽었어,2
됐어요,2
두드렸다,2
빼앗아,2
평이,2
운동,2
신세,2
독주,2
내려다,2
통성명,2
피로해,2
건넨,2
추듯이,2
꽁초,2
열망,2
건강,2
외롭게,2
않으리라는,2
기기,2
이겠,2
있죠,2
있자,2
밀려오,2
가보자,2
늦어도,2
서부,2
고리,2
남았을,2
툭툭,2
상당히,2
의심스러운,2
같다는,2
전화하겠다고,2
이상하다,2
기보,2
환해지지,2
시대,2
빗대어,2
해봐도,2
벗겨지지,2
벗겨질,2
맞습니다,2
일으키며,2
라거,2
험상궂은,2
고투,2
평가,2
매료,2
"""(",2
따라가는,2
게도,2
장초,2
우렁찬,2
그리,2
보풀,2
룩,2
늦어서,2
터틀넥,2
노벨문학상,2
문학,2
특보,2
시적,2
1993년,2
태어나,2
추하,2
것이므,2
담담하게,2
분다,2
부처,2
둠,2
실체,2
한국,2
최초,2
산문,2
작년,2
내려가고,2
고압,2
쏘아내는,2
보여주었다,2
떠들며,2
팔구,2
인간관계,2
긍정,2
야만,2
옮겨졌다,2
외상,2
감금,2
어느새,2
서투른,2
효과,2
치어다,2
아껴서,2
작게,2
가차,2
영역,2
침범,2
속물,2
서부터,2
근원,2
벗어나려,2
구원,2
이어지곤,2
매만지고,2
따뜻하고,2
논배,2
애절한,2
망가지고,2
버티지,2
지은이,2
연약함을,2
등산,2
군가,2
마주쳤을,2
들어가야,2
않으,2
비애,2
미약,2
떠나온,2
황폐,2
놀랍게도,2
낮고,2
연상,2
www.munhak.com,1
0,1
수상,1
트라우마,1
강렬하고,1
20일,1
전자책,1
2018년,1
8일,1
펴낸이,1
현숙,1
펴낸,1
출판,1
10월,1
22일,1
406-2003,1
000045,1
10881,1
경기도,1
파주시,1
210,1
전자우편,1
editor@munhak.com,1
흰색,1
나타났다고,1
blank,1
blanc,1
검음,1
black,1
flame,1
희거나,1
규정,1
하려니,1
시달려야,1
지울,1
된다거나,1
하자는,1
드러난다,1
환함이나,1
들이었고,1
다루는,1
빈곤,1
가정,1
파탄,1
대적,1
세태,1
비참,1
유사한,1
많았는,1
김병익,1
기쁠,1
버티면서,1
던지며,1
담한,1
우수,1
미를,1
광휘,1
둘리,1
싸여,1
적시듯,1
어루만지곤,1
너그러,1
늦든,1
구부정하던,1
움츠러드는,1
숨으려는,1
사탕,1
빨듯이,1
머릿,1
굴렸다,1
밭둑,1
지키며,1
칙적,1
받기도,1
필요하게,1
았다,1
음각,1
양각,1
돌출,1
밝히,1
쉽사리,1
무난,1
사회생활,1
원만히,1
해나,1
와의,1
엄밀하게,1
이르면,1
직격탄,1
보낸다,1
해왔지만,1
서늘해오는,1
태연하다,1
쓸쓸해,1
벅찼기,1
부재,1
불러도,1
기대하지도,1
느끼지도,1
느닷없는,1
당혹스러웠다,1
드물,1
이렇듯,1
의도,1
부주의한,1
언행,1
껄끄럽,1
졌다면,1
충실하기,1
말뜻,1
선명,1
꾸어서,1
갚지,1
않든,1
저지르거나,1
하든,1
관대하고,1
흥분하며,1
허튼,1
우렁우렁,1
앉자,1
풀썩,1
찬바,1
풍겨오고,1
낡았고,1
더부,1
미안하다는,1
싫어한다는,1
살아가고,1
소속,1
왔다면,1
아니겠죠,1
심각,1
불편해,1
울려오는,1
건조했으므로,1
지었던,1
돌리,1
없니,1
추슬러내,1
들어가세요,1
싫어하니까,1
탐라,1
둘러싸인,1
아련하였다,1
끼우며,1
쐬러,1
올라갔다가,1
콜록거리며,1
데스크,1
붐이잖아,1
회하,1
마법,1
없앴다는,1
어박혀,1
조업,1
그리구요,1
끝나,1
궁금한,1
우스꽝스럽,1
읽었고,1
피우지,1
말하거,1
비워져,1
당혹스럽,1
보냈을,1
쉬거나,1
실룩거렸,1
내려가며,1
개비,1
넘기며,1
들어갈수록,1
니코틴,1
함량,1
높아진다는,1
치뜬,1
넓어,1
강렬함이,1
가볼까,1
니요,1
받으시던,1
그치고도,1
우스운지,1
물어보아도,1
좋으리라,1
만난다는,1
불러일으키고,1
내리려,1
인의,1
찾아다녀야,1
낭비할,1
돌아보았으면,1
아니었으나,1
녔으,1
별의별,1
잡으면,1
느냐고,1
았었다,1
익힐,1
가락,1
꿰맨,1
써가지고,1
있잖습니까,1
파장,1
차단,1
많지,1
께서,1
물어보기도,1
기댔다,1
짜는,1
상품,1
비품,1
시한,1
깨물,1
엄지손,1
꾸며져,1
포스터,1
초록색,1
구비,1
붙은데다,1
이사이,1
헤어스프레이,1
메뉴,1
강당,1
모아놓잖소,1
난민,1
기대며,1
걸어올,1
라가,1
경쾌하게,1
딸랑거렸다,1
찍겠다는,1
받으,1
셨던,1
하시던데요,1
소지,1
홍수,1
태풍,1
불면,1
수선하고,1
소심한,1
치러내고,1
나타나면,1
견디,1
힘들어질,1
보았으리라,1
시오,1
핑퐁,1
서에서,1
부서장,1
밝힌,1
준공,1
루하,1
전지,1
고분,1
터뜨렸,1
들이켠,1
토박,1
고분고분한,1
따라갔다,1
얻는,1
공무원,1
가보,1
하셨어요,1
팥죽,1
앞치마,1
교태,1
넓으,1
신데요,1
올려놓으며,1
우스운,1
펴놓았던,1
밀어놓고,1
녹차,1
오감,1
오밀조밀,1
굽는,1
마늘,1
양념,1
잔혹,1
명멸,1
움직이게,1
감추게,1
헤매고,1
묻더니,1
불끈불끈,1
소주잔,1
침통한,1
에서까지도,1
막막함을,1
그렇다고는,1
암울한,1
실패하기는,1
찾아다니는,1
불나방,1
꽝,1
찍으십니까,1
좋으십니,1
왔느냔,1
자랐는지,1
공평하지,1
느냐니까,1
물었는지조차,1
왔겠지요,1
놔서,1
넘었겠지,1
젊다는,1
호미로,1
깊었다,1
보아주어도,1
나눈,1
감는,1
같더니,1
퓨즈,1
끊기듯이,1
졸았다,1
명료한,1
회복해가는,1
되찾아,1
궁금한데요,1
커다랗게,1
설탕,1
먹듯,1
떠올리듯이,1
희미한,1
으응,1
묶다가,1
근성,1
구슬려,1
이어가도록,1
찍으시나요,1
찍소,1
들어가시죠,1
가시나요,1
가시는지,1
비웠,1
매달리지,1
가버렸으리라,1
언짢아지지,1
담지,1
않으리라,1
완벽주의자,1
업적,1
제과점,1
센터,1
좋았어,1
11월,1
살아나지,1
올려야,1
반갑고,1
마운,1
끼어도,1
방심할,1
있기만,1
팍팍,1
막는데,1
막일,1
보여주시겠어요,1
서점,1
미끄럽소,1
섭씨,1
삼십팔,1
도도,1
넘는데다,1
습도,1
프로요,1
그렇소,1
침울해졌다,1
벅차게,1
흐를수록,1
수은주,1
영하,1
붉었고,1
꼬부라진,1
꿰맸을,1
사북사태,1
노동,1
쟁의,1
이슈,1
방불,1
했다던,1
기울어가는,1
밟아오고,1
벴지,1
올라오는데,1
와이어,1
끊어졌다고,1
올라가던,1
받쳐놓았던,1
아니었다는,1
실패하여,1
집어넣,1
드러누워서,1
내밀어졌다,1
큼직하고,1
탄을,1
미끄럼,1
태워서,1
요행,1
신통하기만,1
물으며,1
더듬어가고,1
끊기도,1
않기도,1
눈덩이,1
뭉쳐,1
에다가,1
줄었다는,1
몰락,1
십이만이,1
팽창,1
빠져나갔으니,1
헐거울,1
찾아든,1
거구,1
89년,1
실시,1
97년,1
삼백육십삼,1
이백삼십칠,1
국가,1
기업,1
육만,1
뻔했지,1
중얼거리며,1
찾는다는,1
지름길,1
훤히,1
웠는데,1
틀거리지,1
88년,1
바뀌,1
맞을까,1
들어갔는데,1
쏟아졌다고,1
삼사십,1
두렵지,1
위험하지만,1
여차하면,1
통합,1
연료,1
격감,1
하였으며,1
캐면,1
캘수록,1
적자,1
서양,1
첫인상,1
기후,1
푸근함과는,1
냉랭하,1
서늘했다,1
인접,1
이만,1
전격,1
유서,1
부대,1
다그치듯,1
비전에서는,1
다가와,1
비현실적,1
육백,1
시켜주고,1
마술,1
흥얼거리며,1
반듯한,1
나오시오,1
이러한,1
무모해,1
간절함이,1
가까운가요,1
중성,1
섬세해,1
냉담해,1
막아주어서,1
그럭,1
저럭,1
푸근한,1
두루미,1
잃어버리고,1
하여지지,1
않듯이,1
싼,1
춥지는,1
않네,1
느슨하게,1
풀며,1
뛰어드는,1
추지,1
파였,1
붙이는,1
흥이,1
오른다,1
싶었을,1
다녀왔을,1
분질,1
흡사한,1
추고,1
화려했다,1
사이키,1
던져지면,1
쾌락,1
방기,1
섀도,1
덕지덕지,1
발라져,1
놓으라니까,1
국철,1
종각역,1
이끌고,1
지하상가,1
나타냈을,1
앞선,1
달아나려는,1
붙들었을,1
속삭였었다,1
놔,1
아이라인,1
불그스름,1
틀어막혀,1
짖,1
어대,1
금발머리,1
흘겨보고,1
무의식,1
사랑스럽다고만,1
양줏집,1
꽝스,1
러워,1
추는,1
빨아들이겠다는,1
어놓,1
깨끗하였으므로,1
나올지,1
포효,1
항적,1
파먹는,1
혓소리,1
빼내었다,1
미워하,1
벗어나고,1
따로,1
왕복,1
발그스름,1
찰랑,1
않는가,1
어째,1
이다지,1
편안하며,1
지내기까지,1
넘어서는,1
깡총깡총,1
뛴다,1
도끼,1
쥐며,1
쇠똥,1
썼어,1
지른다,1
들으,1
갈아입도록,1
매니큐어,1
톱,1
잘랐다,1
미워하고,1
있더라도,1
느낀다,1
있다가도,1
버릴까봐,1
자던,1
숲속,1
방치,1
지긋지긋한,1
자괴,1
단칼,1
비추어도,1
시집간,1
조카,1
찾아왔다가,1
참석,1
경로,1
즉,1
들었다면,1
나왔다는,1
마루,1
새우잠,1
풍겨오는,1
파스,1
맡을,1
달아나려,1
갔다가도,1
뇌일혈,1
전철,1
밤늦게,1
들어왔다가,1
새벽같이,1
서관,1
특권,1
누리,1
이기는,1
다녔으나,1
뻔했고,1
끌려가,1
잡겠구나,1
꾸지람,1
챙겨라,1
병영,1
머무는,1
영영,1
갚고,1
데려다놓은,1
어울리던,1
했으며,1
찾아내,1
넘기고,1
유흥가,1
떠나야만,1
갖은,1
싹,1
흙더미,1
묻혀,1
조바심,1
씀으로써,1
충족,1
한평생,1
지난다고,1
단절,1
에의,1
수년,1
들어서던,1
병든,1
자신으,1
섬약했고,1
선했다,1
사주고,1
사주기,1
길러야,1
뻔뻔스러운,1
식이,1
직책,1
출에의,1
어리석다는,1
남자였다면,1
빠질,1
없었을지도,1
초가,1
느껴졌을,1
어린아이와도,1
가겠는가,1
나려는,1
감옥,1
떠나려,1
긋지,1
공범,1
들면서부터,1
꾸어,1
헤매었다,1
전역,1
몰려왔고,1
쓰려고,1
헤매듯,1
제자리,1
맴돌기,1
맡기,1
안쓰러워,1
보인다,1
침울해,1
입대,1
휴학,1
그만둬라,1
안겨,1
떨어질까봐,1
했으니까,1
부른다,1
누누,1
육년,1
서둘,1
횟수,1
줄었다,1
드물어졌다,1
찔리거나,1
타박상,1
폐부,1
솟아오르,1
오므,1
듣고는,1
절뚝,1
열어놓고,1
늦가을,1
신문배달,1
그만두어,1
두둑,1
잊,1
절대,1
애착,1
어린아이가,1
다쳐,1
청각,1
들린다,1
나가라고,1
오는데요,1
온다면,1
사실이었는지,1
있었을지도,1
전염병,1
시민,1
긁히는,1
쿵쾅거리는,1
쩌렁쩌렁,1
지르곤,1
시끄럽다,1
닥치,1
씹기,1
공감,1
싫소,1
네온사인,1
모이는,1
번쩍이긴,1
들어오기만,1
북적,1
두려워하는,1
붙안고,1
자포자기,1
넘어선,1
움틀,1
벽녘,1
나갑시다,1
른안주,1
육식동물,1
소음,1
앉으면,1
스테인리스,1
노리는,1
제비,1
아니라오,1
넘어가서,1
바람난,1
뺑소니,1
치였다,1
싣,1
없지는,1
곯아,1
우묵한,1
거두던,1
쓰듯이,1
어색하게,1
토로,1
하얗다고,1
서뿐,1
곤란,1
과로,1
멀건,1
돕기,1
흥청망청,1
축제,1
벌이는,1
잡자마자,1
달변,1
늘어놓기,1
가까웠으므로,1
만둣집,1
보증,1
빠듯했다,1
만두,1
살아가던,1
마셨었다,1
날로,1
다가오자,1
조숙한,1
음색,1
혼합,1
여운,1
맏,1
이인,1
셋째,1
쐐기,1
타임,1
흘러간,1
트로트,1
비트,1
옮겨다니며,1
야금야금,1
환절기,1
동넨,1
재산,1
탕진,1
춤추고,1
아니지,1
나간다오,1
보입니까,1
